text,emotion
"Not good, not bad — just normal.",neutral
I will finish the task later.,neutral
"Not good, not bad — just normal.",neutral
That seems okay.,neutral
Nothing special is happening today.,neutral
I will finish the task later.,neutral
Nothing special is happening today.,neutral
I will finish the task later.,neutral
Everything is fine.,neutral
"Not good, not bad — just normal.",neutral
That seems okay.,neutral
Everything is fine.,neutral
That seems okay.,neutral
"Not good, not bad — just normal.",neutral
"Not good, not bad — just normal.",neutral
I will finish the task later.,neutral
That seems okay.,neutral
That seems okay.,neutral
Everything is fine.,neutral
"Not good, not bad — just normal.",neutral
I will finish the task later.,neutral
Everything is fine.,neutral
That seems okay.,neutral
"Not good, not bad — just normal.",neutral
Nothing special is happening today.,neutral
"Not good, not bad — just normal.",neutral
I will finish the task later.,neutral
That seems okay.,neutral
I will finish the task later.,neutral
That seems okay.,neutral
Nothing special is happening today.,neutral
Nothing special is happening today.,neutral
"Not good, not bad — just normal.",neutral
Everything is fine.,neutral
Everything is fine.,neutral
I will finish the task later.,neutral
That seems okay.,neutral
I will finish the task later.,neutral
That seems okay.,neutral
I will finish the task later.,neutral
"Not good, not bad — just normal.",neutral
I will finish the task later.,neutral
Nothing special is happening today.,neutral
That seems okay.,neutral
I will finish the task later.,neutral
Everything is fine.,neutral
I will finish the task later.,neutral
Everything is fine.,neutral
That seems okay.,neutral
Everything is fine.,neutral
"Not good, not bad — just normal.",neutral
"Not good, not bad — just normal.",neutral
Nothing special is happening today.,neutral
Nothing special is happening today.,neutral
Everything is fine.,neutral
I will finish the task later.,neutral
Everything is fine.,neutral
Nothing special is happening today.,neutral
"Not good, not bad — just normal.",neutral
That seems okay.,neutral
Everything is fine.,neutral
Everything is fine.,neutral
Everything is fine.,neutral
That seems okay.,neutral
I will finish the task later.,neutral
"Not good, not bad — just normal.",neutral
Everything is fine.,neutral
That seems okay.,neutral
I will finish the task later.,neutral
"Not good, not bad — just normal.",neutral
Nothing special is happening today.,neutral
That seems okay.,neutral
That seems okay.,neutral
That seems okay.,neutral
I will finish the task later.,neutral
Everything is fine.,neutral
I will finish the task later.,neutral
That seems okay.,neutral
"Not good, not bad — just normal.",neutral
Everything is fine.,neutral
That seems okay.,neutral
"Not good, not bad — just normal.",neutral
Everything is fine.,neutral
Nothing special is happening today.,neutral
I will finish the task later.,neutral
Everything is fine.,neutral
That seems okay.,neutral
I will finish the task later.,neutral
I will finish the task later.,neutral
"Not good, not bad — just normal.",neutral
"Not good, not bad — just normal.",neutral
Nothing special is happening today.,neutral
Everything is fine.,neutral
I will finish the task later.,neutral
Everything is fine.,neutral
Nothing special is happening today.,neutral
I will finish the task later.,neutral
Nothing special is happening today.,neutral
I will finish the task later.,neutral
I will finish the task later.,neutral
I will finish the task later.,neutral
That seems okay.,neutral
"Not good, not bad — just normal.",neutral
Nothing special is happening today.,neutral
"Not good, not bad — just normal.",neutral
I will finish the task later.,neutral
That seems okay.,neutral
"Not good, not bad — just normal.",neutral
"Not good, not bad — just normal.",neutral
Everything is fine.,neutral
That seems okay.,neutral
Nothing special is happening today.,neutral
Everything is fine.,neutral
That seems okay.,neutral
Everything is fine.,neutral
"Not good, not bad — just normal.",neutral
"Not good, not bad — just normal.",neutral
Everything is fine.,neutral
Nothing special is happening today.,neutral
I will finish the task later.,neutral
Everything is fine.,neutral
That seems okay.,neutral
Everything is fine.,neutral
Nothing special is happening today.,neutral
Nothing special is happening today.,neutral
That seems okay.,neutral
Everything is fine.,neutral
"Not good, not bad — just normal.",neutral
I will finish the task later.,neutral
Nothing special is happening today.,neutral
I will finish the task later.,neutral
Everything is fine.,neutral
That seems okay.,neutral
Everything is fine.,neutral
I will finish the task later.,neutral
Everything is fine.,neutral
Nothing special is happening today.,neutral
Everything is fine.,neutral
Everything is fine.,neutral
I will finish the task later.,neutral
I will finish the task later.,neutral
That seems okay.,neutral
I will finish the task later.,neutral
"Not good, not bad — just normal.",neutral
Everything is fine.,neutral
Nothing special is happening today.,neutral
I will finish the task later.,neutral
Everything is fine.,neutral
That seems okay.,neutral
That seems okay.,neutral
That seems okay.,neutral
Everything is fine.,neutral
That seems okay.,neutral
I will finish the task later.,neutral
Nothing special is happening today.,neutral
"Not good, not bad — just normal.",neutral
I will finish the task later.,neutral
"Not good, not bad — just normal.",neutral
Everything is fine.,neutral
"Not good, not bad — just normal.",neutral
I will finish the task later.,neutral
"Not good, not bad — just normal.",neutral
Everything is fine.,neutral
Everything is fine.,neutral
Everything is fine.,neutral
Everything is fine.,neutral
"Not good, not bad — just normal.",neutral
"Not good, not bad — just normal.",neutral
Nothing special is happening today.,neutral
Nothing special is happening today.,neutral
Nothing special is happening today.,neutral
Nothing special is happening today.,neutral
Nothing special is happening today.,neutral
I will finish the task later.,neutral
"Not good, not bad — just normal.",neutral
Nothing special is happening today.,neutral
I will finish the task later.,neutral
I will finish the task later.,neutral
"Not good, not bad — just normal.",neutral
I will finish the task later.,neutral
I will finish the task later.,neutral
Nothing special is happening today.,neutral
That seems okay.,neutral
Everything is fine.,neutral
I will finish the task later.,neutral
"Not good, not bad — just normal.",neutral
That seems okay.,neutral
Everything is fine.,neutral
Everything is fine.,neutral
Everything is fine.,neutral
Nothing special is happening today.,neutral
"Not good, not bad — just normal.",neutral
Nothing special is happening today.,neutral
"Not good, not bad — just normal.",neutral
Nothing special is happening today.,neutral
Everything is fine.,neutral
I will finish the task later.,neutral
Everything is fine.,neutral
Nothing special is happening today.,neutral
I will finish the task later.,neutral
Nothing special is happening today.,neutral
That seems okay.,neutral
I will finish the task later.,neutral
Nothing special is happening today.,neutral
I will finish the task later.,neutral
Nothing special is happening today.,neutral
That seems okay.,neutral
Nothing special is happening today.,neutral
That seems okay.,neutral
Nothing special is happening today.,neutral
"Not good, not bad — just normal.",neutral
"Not good, not bad — just normal.",neutral
Nothing special is happening today.,neutral
That seems okay.,neutral
"Not good, not bad — just normal.",neutral
Everything is fine.,neutral
That seems okay.,neutral
Everything is fine.,neutral
I will finish the task later.,neutral
That seems okay.,neutral
Everything is fine.,neutral
"Not good, not bad — just normal.",neutral
That seems okay.,neutral
Nothing special is happening today.,neutral
Everything is fine.,neutral
Everything is fine.,neutral
"Not good, not bad — just normal.",neutral
Everything is fine.,neutral
That seems okay.,neutral
Everything is fine.,neutral
That seems okay.,neutral
That seems okay.,neutral
That seems okay.,neutral
"Not good, not bad — just normal.",neutral
I will finish the task later.,neutral
I will finish the task later.,neutral
Nothing special is happening today.,neutral
I will finish the task later.,neutral
"Not good, not bad — just normal.",neutral
That seems okay.,neutral
Nothing special is happening today.,neutral
